Country,Age,EdLevel,DevType,OrgSize,RemoteWork,YearsCode,YearsCodePro,NumLanguages,AISearch,AICode,JobSat,ConvertedCompYearly
France,35-44 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,8,6,4,1,1,3,120900.0
United States,35-44 years old,Bachelor's degree,Back-end developer,10-19,Hybrid,15,14,1,1,1,8,167800.0
Poland,18-24 years old,Master's degree,Back-end developer,100-499,Hybrid,3,1,1,1,1,8,56400.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,5,5,6,1,1,2,141800.0
Brazil,25-34 years old,Bachelor's degree,Mobile developer,Just me,Hybrid,7,4,6,1,1,9,32900.0
Germany,25-34 years old,Master's degree,Full-stack developer,"1,000-4,999",Fully remote,6,5,1,1,0,5,
Ukraine,45-54 years old,Some college,DevOps/SRE/platform engineer,100-499,Hybrid,22,20,3,0,1,8,42000.0
Germany,18-24 years old,Some college,Back-end developer,100-499,Fully remote,4,0,3,1,1,8,96300.0
United States,25-34 years old,Master's degree,Full-stack developer,"5,000-9,999",Hybrid,5,2,2,1,1,8,110400.0
Germany,25-34 years old,Bachelor's degree,Full-stack developer,20-99,In-person,5,4,2,0,1,7,107100.0
Netherlands,45-54 years old,Master's degree,Back-end developer,"10,000 or more",Hybrid,25,21,4,1,1,3,153600.0
France,25-34 years old,Bachelor's degree,Desktop/embedded developer,"10,000 or more",Hybrid,11,7,5,1,1,3,59200.0
Sweden,25-34 years old,High school/GED,Mobile developer,"10,000 or more",Hybrid,10,8,3,1,1,4,93200.0
Australia,25-34 years old,Master's degree,Front-end developer,20-99,Hybrid,5,4,1,1,0,10,115700.0
United Kingdom,35-44 years old,Master's degree,Back-end developer,10-19,In-person,15,13,1,1,1,5,102300.0
United States,55-64 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,31,31,3,1,1,4,182500.0
United States,25-34 years old,Master's degree,Mobile developer,20-99,Hybrid,12,8,4,1,1,10,
Italy,45-54 years old,Bachelor's degree,Mobile developer,2-9 employees,Fully remote,20,20,6,1,1,1,121700.0
Ukraine,55-64 years old,Master's degree,Back-end developer,20-99,Hybrid,29,27,6,1,1,8,51700.0
India,45-54 years old,High school/GED,Full-stack developer,100-499,Hybrid,24,21,10,0,1,9,
Canada,35-44 years old,Bachelor's degree,Data scientist/ML engineer,2-9 employees,Fully remote,13,9,5,1,1,8,127000.0
Brazil,35-44 years old,Associate's degree,Data scientist/ML engineer,"10,000 or more",Fully remote,14,11,1,1,1,10,
United Kingdom,25-34 years old,Some college,Front-end developer,"1,000-4,999",Hybrid,8,7,5,1,1,6,81200.0
Australia,35-44 years old,Bachelor's degree,Back-end developer,10-19,In-person,18,14,4,0,1,3,128200.0
United States,25-34 years old,Associate's degree,DevOps/SRE/platform engineer,"5,000-9,999",Fully remote,4,4,6,0,0,5,133900.0
Russia,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",In-person,16,13,1,1,1,3,54600.0
India,25-34 years old,Bachelor's degree,Back-end developer,20-99,Fully remote,4,3,4,1,0,7,35800.0
Germany,35-44 years old,Bachelor's degree,Full-stack developer,10-19,Hybrid,18,14,2,1,0,10,127600.0
Germany,45-54 years old,Master's degree,Full-stack developer,20-99,Hybrid,21,20,4,1,1,7,153300.0
United Kingdom,25-34 years old,Bachelor's degree,Data/business analyst,"10,000 or more",Fully remote,4,4,8,0,1,6,79700.0
Canada,45-54 years old,Bachelor's degree,Front-end developer,10-19,In-person,23,19,1,0,0,9,
Brazil,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",Hybrid,6,5,3,1,1,7,36600.0
United Kingdom,45-54 years old,Bachelor's degree,Back-end developer,"1,000-4,999",Hybrid,21,19,1,0,1,10,84400.0
France,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,"1,000-4,999",Fully remote,11,7,5,1,1,10,
India,25-34 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,8,4,3,1,1,10,
Ukraine,45-54 years old,Master's degree,Full-stack developer,20-99,Fully remote,29,25,2,1,1,8,80200.0
United States,25-34 years old,Some college,Mobile developer,2-9 employees,In-person,13,9,6,1,1,7,173200.0
United Kingdom,45-54 years old,Some college,Full-stack developer,20-99,In-person,19,17,3,1,1,5,91300.0
United States,25-34 years old,Bachelor's degree,Back-end developer,500-999,Hybrid,5,5,5,1,1,10,148900.0
Germany,25-34 years old,Bachelor's degree,Back-end developer,"10,000 or more",Hybrid,5,3,6,1,0,7,77400.0
India,25-34 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,6,4,3,1,0,10,
Ukraine,35-44 years old,Master's degree,Full-stack developer,2-9 employees,Hybrid,19,18,2,1,1,9,49800.0
United States,25-34 years old,"Professional degree (JD, MD, etc.)",Data scientist/ML engineer,10-19,Fully remote,7,4,7,1,1,6,169300.0
India,18-24 years old,Master's degree,Back-end developer,"10,000 or more",In-person,6,3,5,0,1,9,30400.0
Netherlands,25-34 years old,Bachelor's degree,Back-end developer,"10,000 or more",In-person,8,7,4,1,1,7,107900.0
United States,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,2-9 employees,Fully remote,2,0,6,1,1,8,97800.0
Australia,55-64 years old,Bachelor's degree,Back-end developer,"1,000-4,999",In-person,26,25,7,1,1,7,119600.0
Spain,55-64 years old,Some college,Data scientist/ML engineer,20-99,Hybrid,28,24,2,1,0,10,110100.0
Brazil,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,20-99,Fully remote,3,2,2,1,0,6,
United States,35-44 years old,Master's degree,Full-stack developer,"1,000-4,999",In-person,4,3,5,1,0,3,106200.0
India,25-34 years old,High school/GED,Front-end developer,"5,000-9,999",In-person,11,7,1,1,1,9,31700.0
United States,35-44 years old,Master's degree,Back-end developer,20-99,Hybrid,21,18,3,1,1,8,267100.0
United States,35-44 years old,Master's degree,Front-end developer,"1,000-4,999",In-person,16,12,5,1,1,3,210300.0
United States,55-64 years old,Bachelor's degree,Back-end developer,"1,000-4,999",Hybrid,24,24,9,1,1,7,192700.0
Spain,25-34 years old,Master's degree,Back-end developer,100-499,In-person,4,3,1,1,0,8,75600.0
United Kingdom,35-44 years old,Bachelor's degree,Full-stack developer,500-999,In-person,12,11,5,0,1,6,115900.0
India,25-34 years old,Bachelor's degree,Front-end developer,Just me,Hybrid,5,2,2,1,1,9,24400.0
India,65 years or older,Bachelor's degree,Full-stack developer,Just me,Fully remote,40,38,2,0,1,10,40000.0
United Kingdom,18-24 years old,Bachelor's degree,Full-stack developer,500-999,Fully remote,8,4,5,0,0,9,64100.0
India,35-44 years old,Bachelor's degree,Engineer (other),100-499,Fully remote,11,9,3,1,1,7,
Spain,35-44 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,14,14,4,1,0,7,97500.0
United States,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Front-end developer,100-499,Hybrid,21,17,1,1,1,7,177700.0
Russia,18-24 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"5,000-9,999",Hybrid,7,7,2,1,1,7,39500.0
France,55-64 years old,Some college,DevOps/SRE/platform engineer,100-499,Hybrid,37,37,5,0,1,3,143700.0
Sweden,25-34 years old,High school/GED,Full-stack developer,100-499,Fully remote,2,2,2,1,1,8,
United States,35-44 years old,Bachelor's degree,Back-end developer,"1,000-4,999",In-person,24,20,4,0,1,10,176100.0
United States,25-34 years old,Master's degree,Front-end developer,10-19,Hybrid,8,4,3,1,1,7,139600.0
Germany,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",DevOps/SRE/platform engineer,100-499,Hybrid,6,3,1,1,0,2,107600.0
Russia,25-34 years old,Master's degree,DevOps/SRE/platform engineer,10-19,In-person,7,6,2,1,1,6,
Brazil,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Hybrid,5,3,8,1,1,3,31400.0
Canada,25-34 years old,High school/GED,DevOps/SRE/platform engineer,500-999,Hybrid,8,6,5,0,0,10,103300.0
United States,25-34 years old,Master's degree,Desktop/embedded developer,10-19,In-person,1,1,1,0,0,4,132600.0
India,25-34 years old,Some college,Engineer (other),2-9 employees,Fully remote,8,4,5,1,0,3,28600.0
India,35-44 years old,High school/GED,Mobile developer,10-19,Hybrid,20,16,4,1,0,7,33200.0
United Kingdom,45-54 years old,Master's degree,Front-end developer,500-999,Fully remote,20,20,1,1,1,2,178600.0
India,18-24 years old,Bachelor's degree,Data scientist/ML engineer,10-19,Hybrid,3,2,5,0,1,8,41800.0
India,25-34 years old,Some college,Front-end developer,20-99,Hybrid,8,6,2,0,1,9,20800.0
Canada,18-24 years old,Bachelor's degree,Front-end developer,"1,000-4,999",Fully remote,8,5,3,0,0,5,149300.0
Ukraine,18-24 years old,High school/GED,Full-stack developer,20-99,Fully remote,1,0,3,1,1,10,24400.0
France,35-44 years old,Master's degree,Full-stack developer,100-499,In-person,18,14,1,1,1,8,
France,35-44 years old,Bachelor's degree,Full-stack developer,"10,000 or more",In-person,11,11,2,1,1,4,
Italy,25-34 years old,Master's degree,Data/business analyst,"10,000 or more",Hybrid,7,5,1,1,0,8,55100.0
United States,25-34 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,8,8,4,1,1,3,128000.0
United States,18-24 years old,Bachelor's degree,Full-stack developer,500-999,Fully remote,4,0,5,1,0,6,138100.0
Poland,45-54 years old,High school/GED,Back-end developer,"1,000-4,999",Hybrid,17,17,4,0,0,1,69500.0
Germany,55-64 years old,Bachelor's degree,Front-end developer,"10,000 or more",Hybrid,24,22,4,0,1,6,110400.0
Germany,18-24 years old,Master's degree,Data/business analyst,100-499,Hybrid,0,0,3,0,1,9,71100.0
United States,25-34 years old,Master's degree,Desktop/embedded developer,500-999,Hybrid,11,9,8,1,0,8,166500.0
United Kingdom,45-54 years old,Bachelor's degree,Full-stack developer,"10,000 or more",Hybrid,20,20,1,1,0,4,110700.0
Germany,45-54 years old,Bachelor's degree,Mobile developer,2-9 employees,Hybrid,16,16,7,1,1,4,79400.0
India,25-34 years old,Master's degree,Full-stack developer,"1,000-4,999",Hybrid,6,4,5,0,1,8,38700.0
Germany,18-24 years old,Bachelor's degree,Engineer (other),100-499,Hybrid,0,0,3,1,0,8,74100.0
India,18-24 years old,Some college,Full-stack developer,"10,000 or more",Fully remote,1,0,4,1,1,4,31500.0
Ukraine,35-44 years old,Bachelor's degree,Data scientist/ML engineer,"10,000 or more",Hybrid,16,13,1,0,1,8,36100.0
Italy,25-34 years old,Bachelor's degree,Full-stack developer,10-19,Fully remote,2,1,7,1,1,8,58400.0
Australia,18-24 years old,Less than high school,Mobile developer,20-99,Hybrid,8,5,3,1,1,8,93600.0
Italy,35-44 years old,Bachelor's degree,Full-stack developer,20-99,Hybrid,13,12,5,1,1,6,87100.0
India,18-24 years old,Bachelor's degree,Full-stack developer,2-9 employees,Fully remote,5,2,7,0,1,9,27600.0
Australia,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",DevOps/SRE/platform engineer,100-499,Hybrid,11,11,5,0,1,6,105100.0
India,25-34 years old,Bachelor's degree,Full-stack developer,100-499,Fully remote,9,7,1,0,1,8,34100.0
Poland,18-24 years old,Some college,Data scientist/ML engineer,500-999,Fully remote,6,4,4,1,1,8,46000.0
United States,35-44 years old,Bachelor's degree,Data scientist/ML engineer,"1,000-4,999",In-person,17,13,4,1,0,8,160300.0
Australia,25-34 years old,Bachelor's degree,Front-end developer,2-9 employees,Fully remote,10,7,5,1,0,6,80200.0
United States,55-64 years old,Associate's degree,Back-end developer,"1,000-4,999",In-person,31,27,8,1,0,7,236100.0
India,25-34 years old,Bachelor's degree,Mobile developer,"10,000 or more",In-person,11,7,7,1,1,7,28700.0
Australia,25-34 years old,"Professional degree (JD, MD, etc.)",DevOps/SRE/platform engineer,100-499,Fully remote,7,4,4,1,1,5,131100.0
Poland,35-44 years old,Master's degree,Back-end developer,2-9 employees,Hybrid,14,12,3,1,1,1,56200.0
Germany,25-34 years old,Some college,Full-stack developer,2-9 employees,Fully remote,7,4,5,1,1,3,102600.0
France,45-54 years old,Master's degree,Full-stack developer,20-99,Hybrid,19,19,5,1,1,2,119600.0
United States,25-34 years old,Associate's degree,Full-stack developer,"5,000-9,999",Hybrid,7,3,2,1,1,5,162300.0
France,25-34 years old,Bachelor's degree,Front-end developer,20-99,In-person,10,6,6,1,1,6,64900.0
United States,18-24 years old,"Professional degree (JD, MD, etc.)",DevOps/SRE/platform engineer,"5,000-9,999",Hybrid,8,5,3,0,1,9,178400.0
Australia,25-34 years old,"Professional degree (JD, MD, etc.)",Data scientist/ML engineer,"5,000-9,999",In-person,13,9,3,1,1,3,124700.0
United Kingdom,45-54 years old,Some college,Data scientist/ML engineer,100-499,In-person,18,16,5,1,1,4,95800.0
Ukraine,35-44 years old,High school/GED,Back-end developer,20-99,Hybrid,20,16,5,1,1,7,45300.0
Germany,25-34 years old,Bachelor's degree,Back-end developer,500-999,Fully remote,7,4,2,1,1,7,98600.0
Germany,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"5,000-9,999",Hybrid,9,7,3,1,1,10,91600.0
Germany,35-44 years old,Master's degree,Data scientist/ML engineer,2-9 employees,Hybrid,11,9,4,1,0,8,87900.0
India,55-64 years old,Some college,Desktop/embedded developer,"10,000 or more",In-person,32,28,6,1,1,5,35800.0
United States,18-24 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",In-person,5,2,9,1,1,8,120800.0
Australia,25-34 years old,Bachelor's degree,Front-end developer,100-499,Hybrid,5,1,4,0,1,5,109000.0
India,25-34 years old,High school/GED,Back-end developer,100-499,Hybrid,7,7,3,1,0,8,37500.0
United Kingdom,45-54 years old,Master's degree,Full-stack developer,100-499,Hybrid,24,24,4,1,1,2,138600.0
United States,18-24 years old,Master's degree,Desktop/embedded developer,100-499,In-person,3,1,4,1,1,4,
United States,25-34 years old,Associate's degree,Full-stack developer,500-999,In-person,13,9,1,1,1,3,
Canada,35-44 years old,Some college,Mobile developer,2-9 employees,Fully remote,11,11,6,1,1,6,107500.0
Spain,18-24 years old,Some college,Full-stack developer,10-19,Fully remote,5,4,1,1,1,7,69400.0
Germany,25-34 years old,Bachelor's degree,Front-end developer,20-99,In-person,0,0,8,1,1,5,
United States,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,100-499,Hybrid,16,12,1,1,1,10,216800.0
United States,25-34 years old,Bachelor's degree,Back-end developer,100-499,Hybrid,13,9,3,1,1,6,149000.0
Russia,25-34 years old,Bachelor's degree,DevOps/SRE/platform engineer,"1,000-4,999",Fully remote,4,4,10,1,1,7,42500.0
Brazil,25-34 years old,Associate's degree,Data scientist/ML engineer,20-99,Fully remote,4,0,5,1,1,7,47700.0
Sweden,25-34 years old,Master's degree,Mobile developer,2-9 employees,Hybrid,10,6,4,1,1,9,72600.0
United States,35-44 years old,Some college,Back-end developer,2-9 employees,Hybrid,9,8,8,1,1,6,126200.0
Russia,35-44 years old,Master's degree,Full-stack developer,Just me,Fully remote,15,13,4,1,1,10,86500.0
Spain,35-44 years old,Bachelor's degree,Back-end developer,2-9 employees,Hybrid,17,13,3,1,1,9,57400.0
Russia,25-34 years old,Master's degree,Data scientist/ML engineer,"10,000 or more",Fully remote,5,2,2,1,1,3,57500.0
United States,25-34 years old,Less than high school,Back-end developer,"1,000-4,999",Hybrid,10,8,4,1,1,9,104400.0
Poland,25-34 years old,Master's degree,Full-stack developer,"10,000 or more",Fully remote,9,7,2,0,0,4,51300.0
United Kingdom,25-34 years old,High school/GED,Full-stack developer,Just me,Fully remote,11,8,1,1,0,2,71000.0
United Kingdom,25-34 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Back-end developer,"10,000 or more",Hybrid,5,5,2,0,1,5,70500.0
Germany,35-44 years old,Master's degree,Data scientist/ML engineer,"1,000-4,999",In-person,9,8,5,1,0,3,104300.0
Poland,18-24 years old,Bachelor's degree,Full-stack developer,"1,000-4,999",Fully remote,8,4,3,1,0,7,68900.0
Italy,18-24 years old,Bachelor's degree,Back-end developer,20-99,Fully remote,1,1,6,1,1,6,80800.0
Brazil,25-34 years old,Master's degree,Full-stack developer,100-499,Hybrid,4,1,10,1,0,7,34000.0
France,35-44 years old,"Professional degree (JD, MD, etc.)",Data scientist/ML engineer,"10,000 or more",In-person,17,16,5,1,1,7,125800.0
France,25-34 years old,Master's degree,DevOps/SRE/platform engineer,"1,000-4,999",Fully remote,12,11,5,1,1,7,125000.0
Brazil,35-44 years old,Master's degree,Front-end developer,"1,000-4,999",Hybrid,13,12,5,1,1,10,58900.0
India,25-34 years old,Master's degree,Full-stack developer,2-9 employees,Hybrid,14,11,3,1,1,7,52200.0
India,45-54 years old,Bachelor's degree,Full-stack developer,10-19,Fully remote,20,20,6,1,0,7,38300.0
Netherlands,45-54 years old,High school/GED,Back-end developer,"10,000 or more",Hybrid,23,19,12,1,0,6,108000.0
United States,25-34 years old,High school/GED,Front-end developer,100-499,Fully remote,4,3,5,1,1,6,81200.0
Poland,25-34 years old,Master's degree,Back-end developer,"5,000-9,999",Hybrid,11,10,5,1,0,10,61600.0
Australia,25-34 years old,Bachelor's degree,Mobile developer,100-499,Fully remote,3,3,4,1,1,1,
United Kingdom,25-34 years old,Bachelor's degree,Mobile developer,"5,000-9,999",Hybrid,8,7,3,1,1,4,
Russia,35-44 years old,Bachelor's degree,Full-stack developer,2-9 employees,Fully remote,11,10,1,0,1,6,48800.0
Germany,45-54 years old,Master's degree,Full-stack developer,2-9 employees,Hybrid,22,19,3,1,1,9,210100.0
United States,35-44 years old,Bachelor's degree,Back-end developer,100-499,Hybrid,17,15,5,1,0,10,138100.0
India,45-54 years old,Bachelor's degree,Back-end developer,500-999,Hybrid,19,19,1,1,1,2,40400.0
Russia,25-34 years old,Bachelor's degree,Front-end developer,20-99,Hybrid,4,4,5,1,0,4,34200.0
Italy,25-34 years old,Some college,Data scientist/ML engineer,"1,000-4,999",Hybrid,8,8,2,1,1,9,94200.0
Germany,35-44 years old,Master's degree,Full-stack developer,100-499,Fully remote,20,17,1,1,1,5,121800.0
United States,25-34 years old,Bachelor's degree,Data scientist/ML engineer,"10,000 or more",Hybrid,10,7,4,0,1,6,168700.0
India,35-44 years old,Master's degree,Front-end developer,2-9 employees,Fully remote,14,10,6,0,1,1,36100.0
United Kingdom,25-34 years old,Bachelor's degree,Engineer (other),2-9 employees,Fully remote,6,3,5,1,1,7,97300.0
United Kingdom,18-24 years old,Some college,Front-end developer,"10,000 or more",In-person,2,2,2,1,1,9,83300.0
Canada,65 years or older,High school/GED,Data scientist/ML engineer,"1,000-4,999",In-person,40,36,7,1,1,6,111900.0
Australia,25-34 years old,Some college,Full-stack developer,"1,000-4,999",In-person,4,2,6,1,1,9,74100.0
Brazil,65 years or older,Some college,Data scientist/ML engineer,Just me,In-person,38,37,1,0,1,6,66500.0
India,55-64 years old,High school/GED,Full-stack developer,"10,000 or more",Hybrid,29,28,5,1,1,8,46600.0
India,35-44 years old,Master's degree,Front-end developer,"5,000-9,999",Hybrid,11,7,2,0,0,5,
Australia,35-44 years old,"Professional degree (JD, MD, etc.)",Full-stack developer,"5,000-9,999",Hybrid,11,9,5,1,1,7,114800.0
Canada,35-44 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,"10,000 or more",Hybrid,11,10,10,1,1,9,119200.0
United States,45-54 years old,"Other doctoral degree (Ph.D, Ed.D, etc.)",Full-stack developer,500-999,Hybrid,24,20,4,1,0,9,
India,25-34 years old,Bachelor's degree,Full-stack developer,100-499,In-person,14,11,3,1,1,3,30900.0
